date,close,volume,open,high,low,ln,,,,
4/24/2009,100.08,10150310,101.17,101.58,99.5,0.001299805,,,,
4/27/2009,99.95,8611348,99.61,101.69,99.29,-0.019714344,,,,
4/28/2009,101.94,11099620,99.36,102.73,99.25,-0.020391036,,,,
4/29/2009,104.04,9769027,101.98,105,101.67,0.008009693,,,,
4/30/2009,103.21,10653500,104.55,106.05,102.85,-0.013473402,,,,
5/1/2009,104.61,6230717,103.78,104.86,102.94,-0.014990793,,,,
5/4/2009,106.19,8303551,105.26,106.75,104.61,0.003206945,,,,
5/5/2009,105.85,6749948,106,106.82,105.51,0.01168826,,,,
5/6/2009,104.62,7530839,105.23,105.5,103.71,0.019594276,,,,
5/7/2009,102.59,8507193,104.65,104.7964,101.83,0.010780191,,,,
5/8/2009,101.49,11568250,103.58,103.75,99.83,-0.013797371,,,,
5/11/2009,102.9,8252924,101.09,103.877,100.95,-0.010056167,,,,
5/12/2009,103.94,7961502,102.98,104.38,102.37,0.01629522,,,,
5/13/2009,102.26,8202062,102.88,103.1,101.35,0.011903146,,,,
5/14/2009,101.05,9444882,101.72,102.71,100.77,-0.003161746,,,,
5/15/2009,101.37,8367389,100.9,103.07,100.57,-0.031175139,,,,
5/18/2009,104.58,7411201,102,104.71,101.94,-0.008853406,,,,
5/19/2009,105.51,7078585,104.33,106.12,104,0.013934182,,,,
5/20/2009,104.05,7082738,105.51,105.98,103.81,0.011891666,,,,
5/21/2009,102.82,7388747,103.07,103.25,101.74,0.009086087,,,,
5/22/2009,101.89,5596154,102.67,103.31,101.75,-0.030257008,,,,
5/26/2009,105.02,7207742,101.32,105.63,101.02,0.020101663,,,,
5/27/2009,102.93,7119259,104.34,105.17,102.91,-0.016954457,,,,
5/28/2009,104.69,6127420,103.34,105.14,102.68,-0.015073519,,,,
5/29/2009,106.28,6867641,104.47,106.5,103.95,-0.019474177,,,,
6/1/2009,108.37,7721546,106.94,108.67,106.67,0.014312512,,,,
6/2/2009,106.83,7044103,107.51,108.8,106.66,0.003187702,,,,
6/3/2009,106.49,7687914,106.53,106.6,105.11,0.001503618,,,,
6/4/2009,106.33,5468477,106.17,106.87,105.6,-0.008521848,,,,
6/5/2009,107.24,7664950,107.33,108.4,106.75,-0.002328507,,,,
6/8/2009,107.49,6363601,106.64,107.98,105.5,-0.006028864,,,,
6/9/2009,108.14,8585840,108.15,109.14,107.99,-0.001940044,,,,
6/10/2009,108.35,7578005,109.2,109.28,107.05,-0.009644162,,,,
6/11/2009,109.4,9134298,108.75,110.64,108.56,0.010937106,,,,
6/12/2009,108.21,7250817,108.4,109.28,107.75,0.00546728,,,,
6/15/2009,107.62,8567486,107.63,108.83,107.24,0.002791479,,,,
6/16/2009,107.32,7230944,108.47,109.14,107.27,0.002986191,,,,
6/17/2009,107,7366166,107.46,107.88,106.88,0.006281369,,,,
6/18/2009,106.33,6206856,106.93,107.53,106.12,0.004146646,,,,
6/19/2009,105.89,13558310,106.31,106.65,105.5,0.013022379,,,,
6/22/2009,104.52,7292778,105.18,105.88,104.23,0.000765697,,,,
6/23/2009,104.44,5152514,104.75,104.87,103.79,0.002780576,,,,
6/24/2009,104.15,6395156,105.39,106.48,103.72,-0.018172804,,,,
6/25/2009,106.06,6898278,103.7,106.785,103.51,0.003589311,,,,
6/26/2009,105.68,5127813,106.5,106.5,105.05,-0.001418373,,,,
6/29/2009,105.83,4681717,105.99,106.18,105.16,0.013412805,,,,
6/30/2009,104.42,7512588,105.69,106.03,103.81,-0.00401415,,,,
7/1/2009,104.84,5537276,105,106.27,104.73,0.030113134,,,,
7/2/2009,101.73,7026693,103.8,103.91,101.73,0.000786705,,,,
7/6/2009,101.65,6522490,101.57,102.23,100.47,0.014467157,,,,
7/7/2009,100.19,6684720,101.34,101.96,100.03,-0.004878787,,,,
7/8/2009,100.68,7380719,100.29,101.17,99.5,-0.013809649,,,,
7/9/2009,102.08,6153127,101.12,102.78,100.85,0.012320889,,,,
7/10/2009,100.83,7465894,100.97,101.72,99.8,-0.027294431,,,,
7/13/2009,103.62,9492371,101.28,103.65,100.19,0.00357713,,,,
7/14/2009,103.25,5412759,103.42,103.62,102.52,-0.037729567,,,,
7/15/2009,107.22,8687131,104.75,107.22,104.6,-0.031398889,,,,
7/16/2009,110.64,14976240,106.84,110.97,106.79,-0.042295962,,,,
7/17/2009,115.42,20187480,113.41,115.53,113.16,-0.00879847,,,,
7/20/2009,116.44,10678100,114.53,116.88,114.39,-0.005139638,,,,
7/21/2009,117.04,8301376,115.87,117.04,115.38,0.01263935,,,,
7/22/2009,115.57,8812981,116.18,117.2,115.09,-0.012810217,,,,
7/23/2009,117.06,8460786,115.06,118,115.06,-0.00494249,,,,
7/24/2009,117.64,6260950,116.68,118.15,116.63,8.50E-05,,,,
7/27/2009,117.63,5068965,116.95,117.92,116.57,0.002979867,,,,
7/28/2009,117.28,5782683,116.63,117.52,116.34,0.000170547,,,,
7/29/2009,117.26,5100715,116.36,117.28,116.05,-0.005103788,,,,
7/30/2009,117.86,6802685,118,119.37,117.67,-0.000593749,,,,
7/31/2009,117.93,5329586,117.56,118.99,117.56,-0.016733626,,,,
8/3/2009,119.92,6108095,118.88,119.96,118.69,0.002672012,,,,
8/4/2009,119.6,4993226,119.17,119.8,119.02,0.009493078,,,,
8/5/2009,118.47,5025591,118.515,119,117.86,0.009243229,,,,
8/6/2009,117.38,6003087,118.31,118.4,116.7,-0.016476229,,,,
8/7/2009,119.33,5763172,118.11,119.91,118.11,0.005293463,,,,
8/10/2009,118.7,3980281,118.17,119.19,117.97,0.007695924,,,,
8/11/2009,117.79,4844435,118.03,118.5,117.32,-0.012654125,,,,
8/12/2009,119.29,6289084,117.6,119.96,117.42,-0.0024281,,,,
8/13/2009,119.58,5489133,119.28,119.78,118.63,0.0084821,,,,
8/14/2009,118.57,4796250,119.29,119.74,117.62,0.014526866,,,,
8/17/2009,116.86,5349456,116.69,117.44,116.21,-0.006567468,,,,
8/18/2009,117.63,4286172,116.81,118,116.73,-0.007959398,,,,
8/19/2009,118.57,4837844,116.36,118.77,116.12,-0.003199733,,,,
8/20/2009,118.95,4841629,118.44,119.41,118.1,-0.007954825,,,,
8/21/2009,119.9,8306743,119.65,120.01,118.55,0.004849102,,,,
8/24/2009,119.32,6363199,119.92,120.88,119.1,0.004115059,,,,
8/25/2009,118.83,4651633,119.25,120.15,118.71,-0.005371394,,,,
8/26/2009,119.47,4515328,118.64,119.85,117.51,0.000334868,,,,
8/27/2009,119.43,4356403,118.73,119.59,117.85,0.01018313,,,,
8/28/2009,118.22,6235628,120.1,120.23,117.77,0.001439032,,,,
8/31/2009,118.05,5438530,117.1,118.06,116.92,0.011587418,,,,
9/1/2009,116.69,6303723,117.67,118.93,116.5,0.005155093,,,,
9/2/2009,116.09,4991625,116.34,117.24,116,-0.002065227,,,,
9/3/2009,116.33,4936122,116.55,116.73,115.15,-0.00966687,,,,
9/4/2009,117.46,3451667,116.58,117.5,116.21,0.002557328,,,,
9/8/2009,117.16,5797428,117.94,118.17,116.63,0.003419976,,,,
9/9/2009,116.76,5247700,117.03,117.67,116.16,-0.00776355,,,,
9/10/2009,117.67,4889343,116.99,117.83,116.75,-0.003224167,,,,
9/11/2009,118.05,5893678,117.8,119.25,117.47,-0.007006317,,,,
9/14/2009,118.88,4758527,117,118.99,116.94,-0.003945772,,,,
9/15/2009,119.35,6534030,118.78,119.45,118.16,-0.020484193,,,,
9/16/2009,121.82,11222290,119.5,122,119.3,-0.000492409,,,,
9/17/2009,121.88,8392558,121.14,122.78,121.05,-0.001885324,,,,
9/18/2009,122.11,9935798,122.45,122.88,121.62,0.004432049,,,,
9/21/2009,121.57,4514778,121.03,122.08,120.88,-0.000328974,,,,
9/22/2009,121.61,5564648,122.09,122.11,120.98,0.006517368,,,,
9/23/2009,120.82,5535679,121.26,122.74,120.71,-0.00099272,,,,
9/24/2009,120.94,5425903,120.69,121.65,120.4,-0.001156929,,,,
9/25/2009,121.08,5187894,120.27,121.65,120.1,0.01455872,,,,
9/28/2009,119.33,8247273,120.52,122,118.94,0.004367186,,,,
9/29/2009,118.81,6748691,119.36,119.94,118.6,-0.006710872,,,,
9/30/2009,119.61,7733205,119.18,120,117.55,0.014399643,,,,
10/1/2009,117.9,7067470,119.39,119.61,117.56,-0.009454739,,,,
10/2/2009,119.02,7581896,117.4,119.66,117.26,-0.00611469,,,,
10/5/2009,119.75,5672772,118.9,120.18,118.13,-0.013272696,,,,
10/6/2009,121.35,6656215,120.39,121.59,120.22,-0.011715204,,,,
10/7/2009,122.78,5871765,121.12,122.85,120.94,0.003998863,,,,
10/8/2009,122.29,6497983,122.52,122.98,121.85,-0.029330924,,,,
10/9/2009,125.93,13097380,122.43,126,122.3,-0.0087758,,,,
10/12/2009,127.04,7723614,125.44,127.1,125.2,0.000157443,,,,
10/13/2009,127.02,7577859,126.22,127.39,126.2,-0.010416353,,,,
10/14/2009,128.35,9528927,127.71,128.61,126.6,0.002886906,,,,
10/15/2009,127.98,11856070,127.56,128,126.32,0.050808139,,,,
10/16/2009,121.64,19215930,123.15,123.7,121.25,-0.011606179,,,,
10/19/2009,123.06,7479075,121.76,123.36,121.61,0.001952172,,,,
10/20/2009,122.82,8778643,123.36,123.5,121.5,0.016004281,,,,
10/21/2009,120.87,7169751,122.18,124.11,120.86,-0.014945261,,,,
10/22/2009,122.69,6026428,120.75,123,120.34,0.019173597,,,,
10/23/2009,120.36,6780239,122.95,123.06,120,0.002079262,,,,
10/26/2009,120.11,6537992,120.61,122.44,119.55,-0.004485803,,,,
10/27/2009,120.65,9442989,120.18,122.14,119.15,-0.007020471,,,,
10/28/2009,121.5,8773317,120.47,121.68,119.87,-0.011212623,,,,
10/29/2009,122.87,6324536,122.15,123.03,121.6,0.018564686,,,,
10/30/2009,120.61,7697069,122.63,124.3,120.48,0.000414645,,,,
11/2/2009,120.56,7030430,120.77,121.93,119.5,-0.004964432,,,,
11/3/2009,121.16,5702978,119.53,121.19,119.53,-0.001072386,,,,
11/4/2009,121.29,6353227,121.46,122.5,121.16,-0.014812661,,,,
11/5/2009,123.1,6688212,122.12,123.5,122,-0.003163148,,,,
11/6/2009,123.49,4972464,122.51,123.49,122.23,-0.020121726,,,,
11/9/2009,126,7744339,123.92,126,123.49,-0.007196267,,,,
11/10/2009,126.91,6437623,125.3,127.05,125.17,-0.002203858,,,,
11/11/2009,127.19,6527963,126.55,127.3,125.94,0.007338759,,,,
11/12/2009,126.26,5338579,126.61,127.65,126.11,-0.006080006,,,,
11/13/2009,127.03,4980317,126.41,127.8,126.27,-0.009246266,,,,
11/16/2009,128.21,7813050,127.17,128.24,127.03,-0.003270522,,,,
11/17/2009,128.63,7751333,127.43,128.655,127.4,0.003738613,,,,
11/18/2009,128.15,3968216,128.05,128.35,127.55,0.004771412,,,,
11/19/2009,127.54,5308375,127.28,127.84,126.51,0.004557965,,,,
11/20/2009,126.96,5353566,127.17,127.69,126.46,-0.009719468,,,,
11/23/2009,128.2,7003414,127.7,128.94,127.65,0.002108305,,,,
11/24/2009,127.93,4816494,127.9,128.32,127.14,0.005093855,,,,
11/25/2009,127.28,3967689,127.88,128.22,127.08,0.012491268,,,,
11/27/2009,125.7,3319189,124.59,126.62,124.26,-0.005157718,,,,
11/30/2009,126.35,6302641,125.12,126.6,124.92,-0.01250557,,,,
12/1/2009,127.94,6578504,127.29,128.39,126.85,0.00572214,,,,
12/2/2009,127.21,4597812,127.32,128.39,127.16,-0.00266918,,,,
12/3/2009,127.55,5757357,127.6,128.47,127.25,0.002354789,,,,
12/4/2009,127.25,7068487,128.4,128.9,126,0.001651658,,,,
12/7/2009,127.04,4144380,126.88,127.53,126.59,0.001890955,,,,
12/8/2009,126.8,5348960,126.97,127.35,126.16,-0.012461465,,,,
12/9/2009,128.39,6071819,126.7,128.39,126.11,-0.007372089,,,,
12/10/2009,129.34,7066269,128.13,129.47,128.09,-0.002625281,,,,
12/11/2009,129.68,6597173,129.01,129.77,128.71,-0.001925966,,,,
12/14/2009,129.93,5201287,129.65,129.98,129.6,0.011144764,,,,
12/15/2009,128.49,7860873,129.46,129.86,127.94,-0.001710731,,,,
12/16/2009,128.71,6372436,128.74,129.6,128.35,0.010230069,,,,
12/17/2009,127.4,5909454,128,128.56,127.12,-0.003995148,,,,
12/18/2009,127.91,9106601,127.97,128.39,127,-0.005768647,,,,
12/21/2009,128.65,4765671,127.8,128.94,127.68,-0.009900305,,,,
12/22/2009,129.93,5534976,129.3,129.98,129.19,-0.000538607,,,,
12/23/2009,130,4127512,129.7,130,129.3,-0.004375031,,,,
12/24/2009,130.57,4265079,129.89,130.57,129.48,-0.013238173,,,,
12/28/2009,132.31,5794387,130.99,132.31,130.72,0.003482741,,,,
12/29/2009,131.85,4184181,132.28,132.37,131.8,-0.005445895,,,,
12/30/2009,132.57,3866991,131.23,132.68,130.68,0.012677135,,,,
12/31/2009,130.9,4223335,132.41,132.85,130.75,-0.011771543,,,,
1/4/2010,132.45,6155285,131.18,132.97,130.85,0.012153587,,,,
1/5/2010,130.85,6841401,131.68,131.85,130.1,0.006517179,,,,
1/6/2010,130,5605290,130.68,131.49,129.81,0.003467543,,,,
1/7/2010,129.55,5841307,129.87,130.25,128.91,-0.009984722,,,,
1/8/2010,130.85,4191134,129.07,130.9199,129.05,0.0105252,,,,
1/11/2010,129.48,5730378,131.06,131.06,128.67,-0.007923423,,,,
1/12/2010,130.51,8081187,129.03,131.33,129,0.002147734,,,,
1/13/2010,130.23,6454422,130.39,131.12,129.16,-0.015845536,,,,
1/14/2010,132.31,7110698,130.55,132.71,129.91,0.004013789,,,,
1/15/2010,131.78,8493769,132.03,132.89,131.089,-0.017750165,,,,
1/19/2010,134.14,13810820,131.63,134.25,131.56,0.02942835,,,,
1/20/2010,130.25,15192670,130.46,131.15,128.95,0.009643276,,,,
1/21/2010,129,9608496,130.47,130.69,128.06,0.027506646,,,,
1/22/2010,125.5,10084300,128.67,128.89,125.37,-0.004928076,,,,
1/25/2010,126.12,5738455,126.33,126.895,125.71,0.002938026,,,,
1/26/2010,125.75,7135190,125.92,127.75,125.41,-0.004601722,,,,
1/27/2010,126.33,8719147,125.82,126.96,125.04,0.020634129,,,,
1/28/2010,123.75,9616132,127.03,127.04,123.05,0.011050734,,,,
1/29/2010,122.39,11571890,124.32,125,121.9,-0.018457579,,,,
2/1/2010,124.67,7242115,123.23,124.95,122.78,-0.006874527,,,,
2/2/2010,125.53,5899853,124.79,125.81,123.95,-0.001035073,,,,
2/3/2010,125.66,4176926,125.16,126.07,125.07,0.021395492,,,,
2/4/2010,123,9126855,125.19,125.44,122.9,-0.004218731,,,,
2/5/2010,123.52,8616744,123.04,123.72,121.83,0.013366132,,,,
2/8/2010,121.88,5718339,123.15,123.22,121.74,-0.010853263,,,,
2/9/2010,123.21,6044466,122.65,124.2,122.46,0.003251771,,,,
2/10/2010,122.81,5219060,122.94,123.65,122.21,-0.007463327,,,,
2/11/2010,123.73,5088996,122.58,124.2,122.06,-0.002179793,,,,
2/12/2010,124,8017664,123.01,124.05,121.61,-0.009870481,,,,
2/16/2010,125.23,6777265,124.91,125.23,124.11,-0.008745484,,,,
2/17/2010,126.33,5821173,125.5,126.53,125.21,-0.011647255,,,,
2/18/2010,127.81,5524647,126.13,128,126,0.004862755,,,,
2/19/2010,127.19,6303078,127.35,128.06,126.8724,0.002676745,,,,
2/22/2010,126.85,3808077,127.3,127.43,126.31,0.003079233,,,,
2/23/2010,126.46,4594376,126.48,127.66,126,-0.008895945,,,,
2/24/2010,127.59,4782000,127.02,128.27,126.81,0.004083882,,,,
2/25/2010,127.07,5658676,126.05,127.24,125.57,-0.00070802,,,,
2/26/2010,127.16,4784139,127.01,128,126.74,-0.011027367,,,,
3/1/2010,128.57,4577615,127.5,128.83,127.47,0.008984786,,,,
3/2/2010,127.42,6013237,128.7,129.09,127.13,0.004246959,,,,
3/3/2010,126.88,6388196,127.73,128.02,126.68,0.00126183,,,,
3/4/2010,126.72,6032228,127.07,127.07,125.47,-0.004173727,,,,
3/5/2010,127.25,6139940,127.17,127.55,127.04,0.006623063,,,,
3/8/2010,126.41,6199170,127.06,127.5,126.36,0.006826507,,,,
3/9/2010,125.55,7528715,126.27,126.29,125.2,-0.000557391,,,,
3/10/2010,125.62,6916173,125.985,126.36,125.21,-0.015638894,,,,
3/11/2010,127.6,7927511,125.71,127.81,125.71,-0.002661033,,,,
3/12/2010,127.94,5169194,127.91,128.37,127.51,0.000860148,,,,
3/15/2010,127.83,4497617,127.4,128.34,127.28,-0.006549731,,,,
3/16/2010,128.67,6134831,128,128.88,127.45,0.007097483,,,,
3/17/2010,127.76,6347585,128.9,128.93,127.36,-0.004841112,,,,
3/18/2010,128.38,4954336,127.46,128.75,127.45,0.005232547,,,,
3/19/2010,127.71,10743850,128.84,128.93,126.78,-0.002111933,,,,
3/22/2010,127.98,5651866,127.11,128.39,126.57,-0.010802514,,,,
3/23/2010,129.37,5976750,127.94,129.43,127.64,0.006514176,,,,
3/24/2010,128.53,6669246,128.63,129.95,128.47,-0.005508801,,,,
3/25/2010,129.24,7603162,129.36,130.73,129.13,-0.000154739,,,,
3/26/2010,129.26,5550605,128.93,129.78,128.7205,0.005196832,,,,
3/29/2010,128.59,4642665,129.3,129.95,128.26,-0.001398819,,,,
3/30/2010,128.77,3426538,128.9,129.13,128.25,0.004046383,,,,
3/31/2010,128.25,4904711,128.23,128.75,127.65,0,,,,
4/1/2010,128.25,4980425,128.95,129.31,127.55,-0.008540425,,,,
4/5/2010,129.35,4118684,128.38,129.8,128.14,0.003252287,,,,
4/6/2010,128.93,3926209,128.68,129.3,128.05,0.003496371,,,,
4/7/2010,128.48,5156458,128.53,129.27,128.01,0.006794512,,,,
4/8/2010,127.61,5982968,128.04,128.23,127.2,-0.008971469,,,,
4/9/2010,128.76,5184577,127.88,128.87,127.12,0.00311139,,,,
4/12/2010,128.36,3992268,128.57,128.956,128.24,-0.005206119,,,,
4/13/2010,129.03,6818983,128.26,129.435,127.84,-0.017058966,,,,
4/14/2010,131.25,8545757,129.73,131.42,129.46,0.002746626,,,,
4/15/2010,130.89,6423599,130.53,131.14,130.1902,0.001988376,,,,
4/16/2010,130.63,9547782,130.68,132.17,130.25,-0.012173931,,,,
4/19/2010,132.23,11263060,130.38,132.28,130.38,0.019395843,,,,
4/20/2010,129.69,15214850,129.2,130.33,128.26,0.005412105,,,,
4/21/2010,128.99,7528587,129.87,130.27,128.5,-0.001084767,,,,
4/22/2010,129.13,6016763,128.64,129.36,127.77,-0.006637876,,,,
4/23/2010,129.99,6197282,129.08,130.1,128.71,-0.005676603,,,,
4/26/2010,130.73,5285384,129.76,131.04,129.54,0.014718046,,,,
4/27/2010,128.82,10916660,129.9,132,128.71,-0.009887304,,,,
4/28/2010,130.1,7122626,129.4,130.47,129.03,-0.002763281,,,,
4/29/2010,130.46,5786888,130.55,131.21,130.15,0.011254262,,,,
4/30/2010,129,6266689,130.43,130.636,128.84,-0.00464038,,,,
5/3/2010,129.6,4992019,129.39,130.14,128.8,0.011485459,,,,
5/4/2010,128.12,8284974,128.89,128.93,126.5754,0.005164735,,,,
5/5/2010,127.46,6072714,127.12,128.23,126.87,0.028166394,,,,
5/6/2010,123.92,13167560,126.29,127.93,116,0.014795815,,,,
5/7/2010,122.1,10584640,123.36,124.39,120,-0.03358209,,,,
5/10/2010,126.27,8463714,126.27,126.67,125.06,-0.004898098,,,,
5/11/2010,126.89,6498850,125.21,128.42,125.15,-0.044619645,,,,
5/12/2010,132.68,16625890,127.16,132.85,127.01,0.009085465,,,,
5/13/2010,131.48,10493970,130.93,133.1,130.85,0.002208095,,,,
5/14/2010,131.19,9920067,131.06,131.67,129.41,0.005733303,,,,
5/17/2010,130.44,8923316,130.68,131.76,128.7,0.00376359,,,,
5/18/2010,129.95,9330025,131.26,131.99,129.9,0.008423217,,,,
5/19/2010,128.86,8669438,129.37,130.5,127.82,0.040059183,,,,
5/20/2010,123.8,13176840,127.22,127.96,123.68,-0.013000745,,,,
5/21/2010,125.42,12639480,122.16,125.61,121.4,0.007764076,,,,
5/24/2010,124.45,6868066,125.26,126.02,124.04,-0.000562317,,,,
5/25/2010,124.52,9492517,121.47,124.95,121.47,0.010413818,,,,
5/26/2010,123.23,9081936,124.89,125.94,123,-0.025319837,,,,
5/27/2010,126.39,7724647,125.05,126.39,124.77,0.008980788,,,,
5/28/2010,125.26,7421573,125.96,126.2794,124.29,0.007371828,,,,
6/1/2010,124.34,7135389,124.69,126.88,124.2,-0.024390484,,,,
6/2/2010,127.41,7705097,124.85,127.5,124.35,-0.004307482,,,,
6/3/2010,127.96,6645219,127.75,128.22,126.46,0.021166483,,,,
6/4/2010,125.28,9632446,126.37,127.1,124.67,0.009221829,,,,
6/7/2010,124.13,6951225,125.57,125.86,124.13,0.003308456,,,,
6/8/2010,123.72,8282423,124.26,124.46,122.82,-0.001453841,,,,
6/9/2010,123.9,7795441,124.83,125.84,123.58,-0.030052345,,,,
6/10/2010,127.68,7427071,125.99,128.22,125.8,-0.00601259,,,,
6/11/2010,128.45,5819905,126.73,128.8,126.44,-0.000389181,,,,
6/14/2010,128.5,6749055,128.5,129.97,128.49,-0.009988855,,,,
6/15/2010,129.79,6652215,128.93,129.95,128.37,-0.004305381,,,,
6/16/2010,130.35,6384270,128.34,130.68,128.34,-0.004821499,,,,
6/17/2010,130.98,5570943,130.07,131.03,129.86,0.006357008,,,,
6/18/2010,130.15,9581387,131.02,131.25,130.13,-0.003834361,,,,
6/21/2010,130.65,6856288,131.42,131.94,130.22,0.010386706,,,,
6/22/2010,129.3,6020125,130.37,131.47,129.07,-0.006244961,,,,
6/23/2010,130.11,6849270,129.25,131.47,129.09,0.014866708,,,,
6/24/2010,128.19,5549634,129.57,129.73,127.7,0.008382016,,,,
6/25/2010,127.12,10297830,128.34,129.095,127.12,-0.014525831,,,,
6/28/2010,128.98,6327027,127.65,129.47,127.22,0.030623875,,,,
6/29/2010,125.09,9342407,127.35,128.4,124.12,0.012954279,,,,
6/30/2010,123.48,8016959,124.83,125.22,123,0.007396904,,,,
7/1/2010,122.57,9732892,123.55,124.21,121.61,0.005809451,,,,
7/2/2010,121.86,6445043,123.29,123.29,120.61,-0.013044372,,,,
7/6/2010,123.46,6332145,123.58,124.63,122.17,-0.028269869,,,,
7/7/2010,127,7050549,123.47,127.12,123.47,-0.007608775,,,,
7/8/2010,127.97,5421597,127.37,128.15,126.74,7.81E-05,,,,
7/9/2010,127.96,3897964,127.9,128.2,127.29,-0.005533272,,,,
7/12/2010,128.67,4209577,127.37,128.83,127.16,-0.013968971,,,,
7/13/2010,130.48,6662751,128.97,130.98,128.69,-0.001837673,,,,
7/14/2010,130.72,6574906,129.32,131.6,129.14,0,,,,
7/15/2010,130.72,6186339,129.87,130.92,129.55,0.02079302,,,,
7/16/2010,128.03,7002354,129.96,130.15,127.85,-0.013653148,,,,
7/19/2010,129.79,8349433,128.67,130.38,128.37,0.025280273,,,,
7/20/2010,126.55,16294450,122.97,126.56,122.93,0.010166079,,,,
7/21/2010,125.27,8568673,126.44,126.5,124.62,-0.017409635,,,,
7/22/2010,127.47,6859424,126.32,127.78,126.05,-0.007113573,,,,
7/23/2010,128.38,5058669,127.3,128.8,127,-0.000233654,,,,
7/26/2010,128.41,5161821,128.18,128.43,127.14,-0.001711796,,,,
7/27/2010,128.63,4641171,128.78,129.17,127.89,0.001556057,,,,
7/28/2010,128.43,4247717,128.67,129.35,127.88,0.003197507,,,,
7/29/2010,128.02,8994171,129.06,129.5,127.14,-0.00296389,,,,
7/30/2010,128.4,6020927,127.43,128.98,127.04,-0.018213191,,,,
8/2/2010,130.76,6390057,129.25,131.2,129.25,0.00298702,,,,
8/3/2010,130.37,5091753,130.03,131.04,129.33,-0.006879709,,,,
8/4/2010,131.27,4567470,130.46,131.5,129.85,-0.004256943,,,,
8/5/2010,131.83,4520505,130.73,131.98,130.53,0.01290242,,,,
8/6/2010,130.14,6133480,130.41,130.48,128.76,-0.014191129,,,,
8/9/2010,132,6128881,130.79,132.34,130.4,0.001212856,,,,
8/10/2010,131.84,5350093,131.18,132.49,130.77,0.015363164,,,,
8/11/2010,129.83,6193104,130.69,130.69,129.461,0.011854631,,,,
8/12/2010,128.3,5132091,127.69,128.78,127.52,0.003357149,,,,
8/13/2010,127.87,4669342,127.96,128.46,127.33,0.00078235,,,,
8/16/2010,127.77,4009130,127.47,128.23,126.96,-0.005307951,,,,
8/17/2010,128.45,4297756,128.83,129.85,127.905,-0.007310697,,,,
8/18/2010,129.3925,4882000,128.87,130.195,127.8,0.003813511,,,,
8/19/2010,128.9,5400352,128.67,129.59,128.02,0.010920545,,,,
8/20/2010,127.5,6246079,128.72,128.98,126.96,0.008111239,,,,
8/23/2010,126.47,4031491,127.57,128.03,126.44,0.012491709,,,,
8/24/2010,124.9,5581681,125.21,126.02,124.57,-0.002957991,,,,
8/25/2010,125.27,5238382,124.57,125.6,124,0.020077272,,,,
8/26/2010,122.78,7739487,125.78,125.78,122.78,-0.015757265,,,,
8/27/2010,124.73,6213302,123.83,124.8,122.42,0.01072029,,,,
8/30/2010,123.4,3603963,125.08,125.2699,123.4,0.002190404,,,,
8/31/2010,123.13,5624125,123.31,123.99,122.28,-0.021214134,,,,
9/1/2010,125.77,5622915,125.31,126.31,124.52,0.005821156,,,,
9/2/2010,125.04,5103298,126.03,126.23,124.65,-0.020109933,,,,
9/3/2010,127.58,5142640,126.22,127.6,125.9001,0.012858616,,,,
9/7/2010,125.95,4353160,126.99,127.36,125.8801,-0.001031623,,,,
9/8/2010,126.08,4477462,126.02,126.5199,125.39,-0.00221835,,,,
9/9/2010,126.36,3436665,127.27,127.57,126.15,-0.01281716,,,,
9/10/2010,127.99,4418336,126.99,128.29,126.26,-0.012577806,,,,
9/13/2010,129.61,5271009,128.63,130,128.52,0.005881004,,,,
9/14/2010,128.85,4849369,128.43,129.92,128.43,-0.004491257,,,,
9/15/2010,129.43,4761857,128.65,129.96,128.54,-0.001852567,,,,
9/16/2010,129.67,4684672,129.2,129.95,128.8,-0.00400216,,,,
9/17/2010,130.19,10397360,129.92,130.6,129.7,-0.012214825,,,,
9/20/2010,131.79,7145442,130.24,132.09,130.11,-0.001440649,,,,
9/21/2010,131.98,5267866,131.45,132.8,130.78,-0.004460412,,,,
9/22/2010,132.57,4916238,131.61,132.58,131.4,0.006812015,,,,
9/23/2010,131.67,3890570,131.42,132.78,131.22,-0.018361566,,,,
9/24/2010,134.11,7078066,132.42,134.15,132.34,-0.004018461,,,,
9/27/2010,134.65,6150191,133.51,135,133.51,-0.001780812,,,,
9/28/2010,134.89,7481213,134.67,135.14,133.71,-0.004364396,,,,
9/29/2010,135.48,5151159,134.4,135.805,134.34,0.009939997,,,,
9/30/2010,134.14,6425577,135.5,136.11,133.67,-0.011120287,,,,
10/1/2010,135.64,5604432,135.51,136.28,135.09,0.0028794,,,,
10/4/2010,135.25,4059588,135.23,135.92,134.39,-0.017661959,,,,
10/5/2010,137.66,6167550,136.18,137.9015,136.12,-0.001306715,,,,
10/6/2010,137.84,4782906,136.88,137.96,136.83,-0.006363921,,,,
10/7/2010,138.72,6418401,137.92,138.88,137.52,-0.000936701,,,,
10/8/2010,138.85,4540720,138.4,139.09,138.06,-0.005816684,,,,
10/11/2010,139.66,4004266,138.79,139.94,138.64,-0.001359522,,,,
10/12/2010,139.85,5637248,138.4,139.99,138.27,-0.003711374,,,,
10/13/2010,140.37,8784205,139.91,141.48,139.78,-0.008017924,,,,
10/14/2010,141.5,5653013,140.35,141.5,139.69,0.003114385,,,,
10/15/2010,141.06,7219940,142.1,142.1,140.54,-0.01246978,,,,
