Macrotrends Data Download,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED ""AS IS"" AND SOLELY",,,,,,,,,,,,,,
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.,,,,,,,,,,,,,,
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE,,,,,,,,,,,,,,
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net"".",,,,,,,,,,,,,,
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
date, value,ln(st/st-1),,,,,,,,,,,,
10/1/2015,1113.7,-0.020353544,,,,,,,,,,,,
10/2/2015,1136.6,-0.00087943,,,,,,,,,,,,
10/5/2015,1137.6,-0.007705817,,,,,,,,,,,,
10/6/2015,1146.4,-0.002004271,,,,,,,,,,,,
10/7/2015,1148.7,0.003837772,,,,,,,,,,,,
10/8/2015,1144.3,-0.010086165,,,,,,,,,,,,
10/9/2015,1155.9,-0.007412549,,,,,,,,,,,,
10/12/2015,1164.5,-0.000772565,,,,,,,,,,,,
10/13/2015,1165.4,-0.012280557,,,,,,,,,,,,
10/14/2015,1179.8,-0.006505324,,,,,,,,,,,,
10/15/2015,1187.5,0.003712145,,,,,,,,,,,,
10/16/2015,1183.1,0.00874406,,,,,,,,,,,,
10/19/2015,1172.8,-0.003999495,,,,,,,,,,,,
10/20/2015,1177.5,0.008871507,,,,,,,,,,,,
10/21/2015,1167.1,0.000857192,,,,,,,,,,,,
10/22/2015,1166.1,0.002833958,,,,,,,,,,,,
10/23/2015,1162.8,-0.00291971,,,,,,,,,,,,
10/26/2015,1166.2,0.000343053,,,,,,,,,,,,
10/27/2015,1165.8,-0.008796333,,,,,,,,,,,,
10/28/2015,1176.1,0.024792524,,,,,,,,,,,,
10/29/2015,1147.3,0.005155777,,,,,,,,,,,,
10/30/2015,1141.4,0.004830291,,,,,,,,,,,,
11/2/2015,1135.9,0.019378384,,,,,,,,,,,,
11/3/2015,1114.1,0.007116186,,,,,,,,,,,,
11/4/2015,1106.2,0.001809628,,,,,,,,,,,,
11/5/2015,1104.2,0.015055716,,,,,,,,,,,,
11/6/2015,1087.7,-0.000367681,,,,,,,,,,,,
11/9/2015,1088.1,-0.000367546,,,,,,,,,,,,
11/10/2015,1088.5,0.003312785,,,,,,,,,,,,
11/11/2015,1084.9,0.003601278,,,,,,,,,,,,
11/12/2015,1081,9.25E-05,,,,,,,,,,,,
11/13/2015,1080.9,-0.002494804,,,,,,,,,,,,
11/16/2015,1083.6,0.013939451,,,,,,,,,,,,
11/17/2015,1068.6,-9.36E-05,,,,,,,,,,,,
11/18/2015,1068.7,-0.008757276,,,,,,,,,,,,
11/19/2015,1078.1,0.001670999,,,,,,,,,,,,
11/20/2015,1076.3,0.009053214,,,,,,,,,,,,
11/23/2015,1066.6,-0.006261995,,,,,,,,,,,,
11/24/2015,1073.3,0.003359779,,,,,,,,,,,,
11/25/2015,1069.7,-0.000747594,,,,,,,,,,,,
11/26/2015,1070.5,0.013448268,,,,,,,,,,,,
11/27/2015,1056.2,-0.008578888,,,,,,,,,,,,
11/30/2015,1065.3,0.001691094,,,,,,,,,,,,
12/1/2015,1063.5,0.009162677,,,,,,,,,,,,
12/2/2015,1053.8,-0.006997664,,,,,,,,,,,,
12/3/2015,1061.2,-0.021349806,,,,,,,,,,,,
12/4/2015,1084.1,0.008243459,,,,,,,,,,,,
12/7/2015,1075.2,-9.30E-05,,,,,,,,,,,,
12/8/2015,1075.3,-0.001115345,,,,,,,,,,,,
12/9/2015,1076.5,0.004188975,,,,,,,,,,,,
12/10/2015,1072,-0.00344555,,,,,,,,,,,,
12/11/2015,1075.7,0.01150029,,,,,,,,,,,,
12/14/2015,1063.4,0.001694118,,,,,,,,,,,,
12/15/2015,1061.6,-0.014216476,,,,,,,,,,,,
12/16/2015,1076.8,0.025584541,,,,,,,,,,,,
12/17/2015,1049.6,-0.01456566,,,,,,,,,,,,
12/18/2015,1065,-0.014541643,,,,,,,,,,,,
12/21/2015,1080.6,0.006033341,,,,,,,,,,,,
12/22/2015,1074.1,0.005414502,,,,,,,,,,,,
12/23/2015,1068.3,-0.007088921,,,,,,,,,,,,
12/24/2015,1075.9,0.007088921,,,,,,,,,,,,
12/28/2015,1068.3,0.000280859,,,,,,,,,,,,
12/29/2015,1068,0.007707529,,,,,,,,,,,,
12/30/2015,1059.8,-0.000377358,,,,,,,,,,,,
12/31/2015,1060.2,-0.014049121,,,,,,,,,,,,
1/4/2016,1075.2,-0.00297177,,,,,,,,,,,,
1/5/2016,1078.4,-0.012440837,,,,,,,,,,,,
1/6/2016,1091.9,-0.014456769,,,,,,,,,,,,
1/7/2016,1107.8,0.008976802,,,,,,,,,,,,
1/8/2016,1097.9,0.001549611,,,,,,,,,,,,
1/11/2016,1096.2,0.010085352,,,,,,,,,,,,
1/12/2016,1085.2,-0.001749298,,,,,,,,,,,,
1/13/2016,1087.1,0.012496113,,,,,,,,,,,,
1/14/2016,1073.6,-0.015802205,,,,,,,,,,,,
1/15/2016,1090.7,0.000229237,,,,,,,,,,,,
1/18/2016,1090.45,0.001238788,,,,,,,,,,,,
1/19/2016,1089.1,-0.015579051,,,,,,,,,,,,
1/20/2016,1106.2,0.007258243,,,,,,,,,,,,
1/21/2016,1098.2,0.001731602,,,,,,,,,,,,
1/22/2016,1096.3,-0.0084473,,,,,,,,,,,,
1/25/2016,1105.6,-0.013476082,,,,,,,,,,,,
1/26/2016,1120.6,0.003844611,,,,,,,,,,,,
1/27/2016,1116.3,0.000179179,,,,,,,,,,,,
1/28/2016,1116.1,-0.000268757,,,,,,,,,,,,
1/29/2016,1116.4,-0.01033693,,,,,,,,,,,,
2/1/2016,1128,0.000709471,,,,,,,,,,,,
2/2/2016,1127.2,-0.012431282,,,,,,,,,,,,
2/3/2016,1141.3,-0.014094543,,,,,,,,,,,,
2/4/2016,1157.5,-0.000172771,,,,,,,,,,,,
2/5/2016,1157.7,-0.034134746,,,,,,,,,,,,
2/8/2016,1197.9,-0.000584185,,,,,,,,,,,,
2/9/2016,1198.6,0.003342808,,,,,,,,,,,,
2/10/2016,1194.6,-0.043570599,,,,,,,,,,,,
2/11/2016,1247.8,0.006754609,,,,,,,,,,,,
2/12/2016,1239.4,0.025288845,,,,,,,,,,,,
2/15/2016,1208.45,0.000206898,,,,,,,,,,,,
2/16/2016,1208.2,-0.002645067,,,,,,,,,,,,
2/17/2016,1211.4,-0.01222479,,,,,,,,,,,,
2/18/2016,1226.3,-0.003662859,,,,,,,,,,,,
2/19/2016,1230.8,0.016961364,,,,,,,,,,,,
2/22/2016,1210.1,-0.010276738,,,,,,,,,,,,
2/23/2016,1222.6,-0.013405571,,,,,,,,,,,,
2/24/2016,1239.1,0.000242141,,,,,,,,,,,,
2/25/2016,1238.8,0.014964495,,,,,,,,,,,,
2/26/2016,1220.4,-0.011406348,,,,,,,,,,,,
2/29/2016,1234.4,0.002920658,,,,,,,,,,,,
3/1/2016,1230.8,-0.008897575,,,,,,,,,,,,
3/2/2016,1241.8,-0.013120188,,,,,,,,,,,,
3/3/2016,1258.2,-0.009885802,,,,,,,,,,,,
3/4/2016,1270.7,0.005286634,,,,,,,,,,,,
3/7/2016,1264,0.000870632,,,,,,,,,,,,
3/8/2016,1262.9,0.004364567,,,,,,,,,,,,
3/9/2016,1257.4,-0.012173101,,,,,,,,,,,,
3/10/2016,1272.8,0.010583781,,,,,,,,,,,,
3/11/2016,1259.4,0.011419569,,,,,,,,,,,,
3/14/2016,1245.1,0.011389001,,,,,,,,,,,,
3/15/2016,1231,0.000975293,,,,,,,,,,,,
3/16/2016,1229.8,-0.028220568,,,,,,,,,,,,
3/17/2016,1265,0.008494474,,,,,,,,,,,,
3/18/2016,1254.3,0.008084895,,,,,,,,,,,,
3/21/2016,1244.2,-0.004890769,,,,,,,,,,,,
3/22/2016,1250.3,0.019953003,,,,,,,,,,,,
3/23/2016,1225.6,0.001714916,,,,,,,,,,,,
3/24/2016,1223.5,0.001226743,,,,,,,,,,,,
3/28/2016,1222,-0.012604355,,,,,,,,,,,,
3/29/2016,1237.5,0.007217906,,,,,,,,,,,,
3/30/2016,1228.6,-0.005681372,,,,,,,,,,,,
3/31/2016,1235.6,0.009841078,,,,,,,,,,,,
4/1/2016,1223.5,0.00343868,,,,,,,,,,,,
4/4/2016,1219.3,-0.00841199,,,,,,,,,,,,
4/5/2016,1229.6,0.004728141,,,,,,,,,,,,
4/6/2016,1223.8,-0.011132443,,,,,,,,,,,,
4/7/2016,1237.5,-0.005077994,,,,,,,,,,,,
4/8/2016,1243.8,-0.011351949,,,,,,,,,,,,
4/11/2016,1258,-0.002302593,,,,,,,,,,,,
4/12/2016,1260.9,0.010043126,,,,,,,,,,,,
4/13/2016,1248.3,0.017618041,,,,,,,,,,,,
4/14/2016,1226.5,-0.006582446,,,,,,,,,,,,
4/15/2016,1234.6,-0.000323939,,,,,,,,,,,,
4/18/2016,1235,-0.015506678,,,,,,,,,,,,
4/19/2016,1254.3,-7.97E-05,,,,,,,,,,,,
4/20/2016,1254.4,0.003273848,,,,,,,,,,,,
4/21/2016,1250.3,0.016369353,,,,,,,,,,,,
4/22/2016,1230,-0.004299686,,,,,,,,,,,,
4/24/2016,1235.3,-0.003958801,,,,,,,,,,,,
4/25/2016,1240.2,-0.002576906,,,,,,,,,,,,
4/26/2016,1243.4,-0.005613937,,,,,,,,,,,,
4/27/2016,1250.4,-0.012714729,,,,,,,,,,,,
4/28/2016,1266.4,-0.018851511,,,,,,,,,,,,
4/29/2016,1290.5,-0.002553884,,,,,,,,,,,,
5/1/2016,1293.8,-0.00154464,,,,,,,,,,,,
5/2/2016,1295.8,0.00309167,,,,,,,,,,,,
5/3/2016,1291.8,0.013561115,,,,,,,,,,,,
5/4/2016,1274.4,0.001649193,,,,,,,,,,,,
5/5/2016,1272.3,-0.01691191,,,,,,,,,,,,
5/6/2016,1294,0.00620157,,,,,,,,,,,,
5/8/2016,1286,0.015200481,,,,,,,,,,,,
5/9/2016,1266.6,0.001422138,,,,,,,,,,,,
5/10/2016,1264.8,-0.008424252,,,,,,,,,,,,
5/11/2016,1275.5,0.003376922,,,,,,,,,,,,
5/12/2016,1271.2,-0.001179292,,,,,,,,,,,,
5/13/2016,1272.7,-0.004077478,,,,,,,,,,,,
5/15/2016,1277.9,0.002899575,,,,,,,,,,,,
5/16/2016,1274.2,-0.002116735,,,,,,,,,,,,
5/17/2016,1276.9,0.001959786,,,,,,,,,,,,
5/18/2016,1274.4,0.015499282,,,,,,,,,,,,
5/19/2016,1254.8,0.001515333,,,,,,,,,,,,
5/20/2016,1252.9,-0.001754386,,,,,,,,,,,,
5/22/2016,1255.1,0.000159363,,,,,,,,,,,,
5/23/2016,1254.9,0.018254699,,,,,,,,,,,,
5/24/2016,1232.2,0.004555075,,,,,,,,,,,,
5/25/2016,1226.6,0.003184586,,,,,,,,,,,,
5/26/2016,1222.7,0.004919252,,,,,,,,,,,,
5/27/2016,1216.7,-0.0006573,,,,,,,,,,,,
5/31/2016,1217.5,0.002302443,,,,,,,,,,,,
6/1/2016,1214.7,0.001730318,,,,,,,,,,,,
6/2/2016,1212.6,-0.024680544,,,,,,,,,,,,
6/3/2016,1242.9,-0.003614026,,,,,,,,,,,,
6/6/2016,1247.4,0.000320718,,,,,,,,,,,,
6/7/2016,1247,-0.012194787,,,,,,,,,,,,
6/8/2016,1262.3,-0.008205174,,,,,,,,,,,,
6/9/2016,1272.7,-0.002511184,,,,,,,,,,,,
6/10/2016,1275.9,-0.008584414,,,,,,,,,,,,
6/13/2016,1286.9,-0.000932039,,,,,,,,,,,,
6/14/2016,1288.1,-0.000155255,,,,,,,,,,,,
6/15/2016,1288.3,-0.007809217,,,,,,,,,,,,
6/16/2016,1298.4,0.002776494,,,,,,,,,,,,
6/17/2016,1294.8,0.002087441,,,,,,,,,,,,
6/20/2016,1292.1,0.015285332,,,,,,,,,,,,
6/21/2016,1272.5,0.001966569,,,,,,,,,,,,
6/22/2016,1270,0.005447884,,,,,,,,,,,,
6/23/2016,1263.1,-0.045879251,,,,,,,,,,,,
6/24/2016,1322.4,-0.001737751,,,,,,,,,,,,
6/27/2016,1324.7,0.005146458,,,,,,,,,,,,
6/28/2016,1317.9,-0.006805834,,,,,,,,,,,,
6/29/2016,1326.9,0.004759216,,,,,,,,,,,,
6/30/2016,1320.6,-0.013836888,,,,,,,,,,,,
7/1/2016,1339,-0.010770763,,,,,,,,,,,,
7/4/2016,1353.5,-0.00383453,,,,,,,,,,,,
7/5/2016,1358.7,-0.006163348,,,,,,,,,,,,
7/6/2016,1367.1,0.003664081,,,,,,,,,,,,
7/7/2016,1362.1,0.00272009,,,,,,,,,,,,
7/8/2016,1358.4,0.001325967,,,,,,,,,,,,
7/11/2016,1356.6,0.015825584,,,,,,,,,,,,
7/12/2016,1335.3,-0.006196593,,,,,,,,,,,,
7/13/2016,1343.6,0.008520868,,,,,,,,,,,,
7/14/2016,1332.2,0.003609569,,,,,,,,,,,,
7/15/2016,1327.4,-0.001430346,,,,,,,,,,,,
7/18/2016,1329.3,-0.002254284,,,,,,,,,,,,
7/19/2016,1332.3,0.009805479,,,,,,,,,,,,
7/20/2016,1319.3,-0.014747088,,,,,,,,,,,,
7/21/2016,1338.9,0.005542255,,,,,,,,,,,,
7/22/2016,1331.5,0.003234666,,,,,,,,,,,,
7/25/2016,1327.2,-0.000828469,,,,,,,,,,,,
7/26/2016,1328.3,-0.004656761,,,,,,,,,,,,
7/27/2016,1334.5,-0.005008046,,,,,,,,,,,,
7/28/2016,1341.2,-0.012080037,,,,,,,,,,,,
7/29/2016,1357.5,-0.001545766,,,,,,,,,,,,
8/1/2016,1359.6,-0.009516213,,,,,,,,,,,,
8/2/2016,1372.6,0.005772127,,,,,,,,,,,,
8/3/2016,1364.7,-0.001976502,,,,,,,,,,,,
8/4/2016,1367.4,0.01696331,,,,,,,,,,,,
8/5/2016,1344.4,0.002308524,,,,,,,,,,,,
8/8/2016,1341.3,-0.004017863,,,,,,,,,,,,
8/9/2016,1346.7,-0.003853855,,,,,,,,,,,,
8/10/2016,1351.9,0.001406418,,,,,,,,,,,,
8/11/2016,1350,0.005049766,,,,,,,,,,,,
8/12/2016,1343.2,-0.003196197,,,,,,,,,,,,
8/15/2016,1347.5,-0.006951662,,,,,,,,,,,,
8/16/2016,1356.9,0.005987378,,,,,,,,,,,,
8/17/2016,1348.8,-0.006208446,,,,,,,,,,,,
8/18/2016,1357.2,0.008137945,,,,,,,,,,,,
8/19/2016,1346.2,0.002082095,,,,,,,,,,,,
8/22/2016,1343.4,-0.002007809,,,,,,,,,,,,
8/23/2016,1346.1,0.01225817,,,,,,,,,,,,
8/24/2016,1329.7,0.003842826,,,,,,,,,,,,
8/25/2016,1324.6,-0.000980947,,,,,,,,,,,,
8/26/2016,1325.9,-0.000904636,,,,,,,,,,,,
8/29/2016,1327.1,0.008019411,,,,,,,,,,,,
8/30/2016,1316.5,0.003881431,,,,,,,,,,,,
8/31/2016,1311.4,-0.004337081,,,,,,,,,,,,
9/1/2016,1317.1,-0.007262306,,,,,,,,,,,,
9/2/2016,1326.7,-0.003010464,,,,,,,,,,,,
9/5/2016,1330.7,-0.017358055,,,,,,,,,,,,
9/6/2016,1354,0.00355135,,,,,,,,,,,,
9/7/2016,1349.2,0.005648893,,,,,,,,,,,,
9/8/2016,1341.6,0.005306242,,,,,,,,,,,,
9/9/2016,1334.5,0.006691503,,,,,,,,,,,,
9/12/2016,1325.6,0.001434341,,,,,,,,,,,,
9/13/2016,1323.7,-0.001811458,,,,,,,,,,,,
9/14/2016,1326.1,0.006126868,,,,,,,,,,,,
9/15/2016,1318,0.005935639,,,,,,,,,,,,
9/16/2016,1310.2,-0.005783882,,,,,,,,,,,,
9/19/2016,1317.8,-0.00030349,,,,,,,,,,,,
9/20/2016,1318.2,-0.009963851,,,,,,,,,,,,
9/21/2016,1331.4,-0.00993992,,,,,,,,,,,,
9/22/2016,1344.7,0.002233473,,,,,,,,,,,,
9/23/2016,1341.7,-0.001787177,,,,,,,,,,,,
9/26/2016,1344.1,0.010244995,,,,,,,,,,,,
9/27/2016,1330.4,0.005048803,,,,,,,,,,,,
9/28/2016,1323.7,-0.001736046,,,,,,,,,,,,
9/29/2016,1326,0.006734542,,,,,,,,,,,,
9/30/2016,1317.1,0.003346265,,,,,,,,,,,,
10/3/2016,1312.7,0.033305433,,,,,,,,,,,,
10/4/2016,1269.7,0.000866722,,,,,,,,,,,,
10/5/2016,1268.6,0.012373254,,,,,,,,,,,,
10/6/2016,1253,0.000878279,,,,,,,,,,,,
10/7/2016,1251.9,-0.006766734,,,,,,,,,,,,
10/10/2016,1260.4,0.003576684,,,,,,,,,,,,
10/11/2016,1255.9,0.001673507,,,,,,,,,,,,
10/12/2016,1253.8,-0.003026203,,,,,,,,,,,,
10/13/2016,1257.6,0.001671243,,,,,,,,,,,,
10/14/2016,1255.5,-0.000875761,,,,,,,,,,,,
10/17/2016,1256.6,-0.005001003,,,,,,,,,,,,
10/18/2016,1262.9,-0.005527494,,,,,,,,,,,,
10/19/2016,1269.9,0.001891701,,,,,,,,,,,,
10/20/2016,1267.5,-0.000157778,,,,,,,,,,,,
10/21/2016,1267.7,0.003160309,,,,,,,,,,,,
10/24/2016,1263.7,-0.00780361,,,,,,,,,,,,
10/25/2016,1273.6,0.005511391,,,,,,,,,,,,
10/26/2016,1266.6,-0.002286977,,,,,,,,,,,,
10/27/2016,1269.5,-0.005733826,,,,,,,,,,,,
10/28/2016,1276.8,0.002902077,,,,,,,,,,,,
10/31/2016,1273.1,-0.011635757,,,,,,,,,,,,
11/1/2016,1288,-0.015561519,,,,,,,,,,,,
11/2/2016,1308.2,0.003752637,,,,,,,,,,,,
11/3/2016,1303.3,-0.000920316,,,,,,,,,,,,
11/4/2016,1304.5,0.019428608,,,,,,,,,,,,
11/7/2016,1279.4,0.003837273,,,,,,,,,,,,
11/8/2016,1274.5,0.000784929,,,,,,,,,,,,
11/9/2016,1273.5,0.005590786,,,,,,,,,,,,
11/10/2016,1266.4,0.033808977,,,,,,,,,,,,
11/11/2016,1224.3,0.002125921,,,,,,,,,,,,
11/14/2016,1221.7,-0.002289266,,,,,,,,,,,,
11/15/2016,1224.5,0.000490116,,,,,,,,,,,,
11/16/2016,1223.9,0.00573584,,,,,,,,,,,,
11/17/2016,1216.9,0.006761239,,,,,,,,,,,,
11/18/2016,1208.7,-0.000909655,,,,,,,,,,,,
11/21/2016,1209.8,-0.003548005,,,,,,,,,,,,
11/22/2016,1214.1,0.018034979,,,,,,,,,,,,
11/23/2016,1192.4,0.007407441,,,,,,,,,,,,
11/24/2016,1183.6,0.002199104,,,,,,,,,,,,
11/25/2016,1181,-0.01077996,,,,,,,,,,,,
11/28/2016,1193.8,0.002516147,,,,,,,,,,,,
11/29/2016,1190.8,0.014293811,,,,,,,,,,,,
11/30/2016,1173.9,0.003840742,,,,,,,,,,,,
12/1/2016,1169.4,-0.007157495,,,,,,,,,,,,
12/2/2016,1177.8,0.001104362,,,,,,,,,,,,
12/5/2016,1176.5,0.005454714,,,,,,,,,,,,
12/6/2016,1170.1,-0.006304332,,,,,,,,,,,,
12/7/2016,1177.5,0.004340617,,,,,,,,,,,,
12/8/2016,1172.4,0.008996334,,,,,,,,,,,,
12/9/2016,1161.9,-0.00335095,,,,,,,,,,,,
12/12/2016,1165.8,0.005849982,,,,,,,,,,,,
12/13/2016,1159,-0.00404702,,,,,,,,,,,,
12/14/2016,1163.7,0.029563958,,,,,,,,,,,,
12/15/2016,1129.8,-0.00670433,,,,,,,,,,,,
12/16/2016,1137.4,-0.004648927,,,,,,,,,,,,
12/19/2016,1142.7,0.007995474,,,,,,,,,,,,
12/20/2016,1133.6,0.00035292,,,,,,,,,,,,
12/21/2016,1133.2,0.002208579,,,,,,,,,,,,
12/22/2016,1130.7,-0.002561499,,,,,,,,,,,,
12/23/2016,1133.6,-0.004576667,,,,,,,,,,,,
12/27/2016,1138.8,-0.001842348,,,,,,,,,,,,
12/28/2016,1140.9,-0.014963307,,,,,,,,,,,,
12/29/2016,1158.1,0.00554162,,,,,,,,,,,,
12/30/2016,1151.7,-0.008903547,,,,,,,,,,,,
1/3/2017,1162,-0.002835906,,,,,,,,,,,,
1/4/2017,1165.3,-0.013636962,,,,,,,,,,,,
1/5/2017,1181.3,0.006710009,,,,,,,,,,,,
1/6/2017,1173.4,-0.009752865,,,,,,,,,,,,
1/9/2017,1184.9,-0.000506244,,,,,,,,,,,,
1/10/2017,1185.5,-0.009319575,,,,,,,,,,,,
1/11/2017,1196.6,-0.002670674,,,,,,,,,,,,
1/12/2017,1199.8,0.003005011,,,,,,,,,,,,
1/13/2017,1196.2,-0.005336014,,,,,,,,,,,,
1/16/2017,1202.6,-0.008528307,,,,,,,,,,,,
1/17/2017,1212.9,0.000659794,,,,,,,,,,,,
1/18/2017,1212.1,0.008783616,,,,,,,,,,,,
1/19/2017,1201.5,-0.0028258,,,,,,,,,,,,
1/20/2017,1204.9,-0.011224018,,,,,,,,,,,,
1/23/2017,1218.5,0.004029445,,,,,,,,,,,,
1/24/2017,1213.6,0.010853012,,,,,,,,,,,,
1/25/2017,1200.5,0.006686193,,,,,,,,,,,,
1/26/2017,1192.5,0.001174694,,,,,,,,,,,,
1/27/2017,1191.1,-0.004105406,,,,,,,,,,,,
1/30/2017,1196,-0.01279406,,,,,,,,,,,,
1/31/2017,1211.4,0.002562303,,,,,,,,,,,,
2/1/2017,1208.3,-0.009144521,,,,,,,,,,,,
2/2/2017,1219.4,-0.001147447,,,,,,,,,,,,
2/3/2017,1220.8,-0.009213649,,,,,,,,,,,,
2/6/2017,1232.1,-0.003241231,,,,,,,,,,,,
2/7/2017,1236.1,-0.002746811,,,,,,,,,,,,
2/8/2017,1239.5,0.002180674,,,,,,,,,,,,
2/9/2017,1236.8,0.000727949,,,,,,,,,,,,
2/10/2017,1235.9,0.008205758,,,,,,,,,,,,
2/13/2017,1225.8,0.000326371,,,,,,,,,,,,
2/14/2017,1225.4,-0.006264003,,,,,,,,,,,,
2/15/2017,1233.1,-0.006869547,,,,,,,,,,,,
2/16/2017,1241.6,0.002015561,,,,,,,,,,,,
2/17/2017,1239.1,0.00048434,,,,,,,,,,,,
2/20/2017,1238.5,-0.000322919,,,,,,,,,,,,
2/21/2017,1238.9,0.004530386,,,,,,,,,,,,
2/22/2017,1233.3,-0.014569421,,,,,,,,,,,,
2/23/2017,1251.4,-0.005498679,,,,,,,,,,,,
2/24/2017,1258.3,-0.000397283,,,,,,,,,,,,
2/27/2017,1258.8,0.003900192,,,,,,,,,,,,
2/28/2017,1253.9,0.003115143,,,,,,,,,,,,
3/1/2017,1250,0.013774433,,,,,,,,,,,,
3/2/2017,1232.9,0.005204533,,,,,,,,,,,,
3/3/2017,1226.5,0.000815661,,,,,,,,,,,,
3/6/2017,1225.5,0.007699907,,,,,,,,,,,,
3/7/2017,1216.1,0.005524648,,,,,,,,,,,,
3/8/2017,1209.4,0.005139695,,,,,,,,,,,,
3/9/2017,1203.2,0.001497131,,,,,,,,,,,,
3/10/2017,1201.4,-0.001414016,,,,,,,,,,,,
3/13/2017,1203.1,0.000415679,,,,,,,,,,,,
3/14/2017,1202.6,0.00158116,,,,,,,,,,,,
3/15/2017,1200.7,-0.021748942,,,,,,,,,,,,
3/16/2017,1227.1,-0.002523096,,,,,,,,,,,,
3/17/2017,1230.2,-0.003084168,,,,,,,,,,,,
3/20/2017,1234,-0.012562575,,,,,,,,,,,,
3/21/2017,1249.6,-0.002557546,,,,,,,,,,,,
3/22/2017,1252.8,0.002157498,,,,,,,,,,,,
3/23/2017,1250.1,-0.001279079,,,,,,,,,,,,
3/24/2017,1251.7,-0.005656259,,,,,,,,,,,,
3/27/2017,1258.8,0,,,,,,,,,,,,
3/28/2017,1258.8,0.001590078,,,,,,,,,,,,
3/29/2017,1256.8,0.007026538,,,,,,,,,,,,
3/30/2017,1248,-0.002560821,,,,,,,,,,,,
3/31/2017,1251.2,-0.002235351,,,,,,,,,,,,
4/3/2017,1254,-0.003502631,,,,,,,,,,,,
4/4/2017,1258.4,0.007898242,,,,,,,,,,,,
4/5/2017,1248.5,-0.003837242,,,,,,,,,,,,
4/6/2017,1253.3,-0.003186492,,,,,,,,,,,,
4/7/2017,1257.3,0.00270787,,,,,,,,,,,,
4/10/2017,1253.9,-0.016059836,,,,,,,,,,,,
4/11/2017,1274.2,-0.003056069,,,,,,,,,,,,
4/12/2017,1278.1,-0.008104151,,,,,,,,,,,,
4/13/2017,1288.5,-0.002635252,,,,,,,,,,,,
4/17/2017,1291.9,-0.00170147,,,,,,,,,,,,
4/18/2017,1294.1,0.008302667,,,,,,,,,,,,
4/19/2017,1283.4,-0.000311624,,,,,,,,,,,,
4/20/2017,1283.8,-0.004119871,,,,,,,,,,,,
4/21/2017,1289.1,0.009039257,,,,,,,,,,,,
4/24/2017,1277.5,0.008095301,,,,,,,,,,,,
4/25/2017,1267.2,0.002370231,,,,,,,,,,,,
4/26/2017,1264.2,-0.001343821,,,,,,,,,,,,
4/27/2017,1265.9,-0.001894089,,,,,,,,,,,,
4/28/2017,1268.3,0.010143521,,,,,,,,,,,,
5/1/2017,1255.5,-0.00119403,,,,,,,,,,,,
5/2/2017,1257,0.006785099,,,,,,,,,,,,
5/3/2017,1248.5,0.016067521,,,,,,,,,,,,
5/4/2017,1228.6,0.001384647,,,,,,,,,,,,
5/5/2017,1226.9,-0.000162999,,,,,,,,,,,,
5/8/2017,1227.1,0.009004645,,,,,,,,,,,,
5/9/2017,1216.1,-0.002299796,,,,,,,,,,,,
5/10/2017,1218.9,-0.004338757,,,,,,,,,,,,
5/11/2017,1224.2,-0.002854931,,,,,,,,,,,,
5/12/2017,1227.7,-0.001871669,,,,,,,,,,,,
5/15/2017,1230,-0.005189762,,,,,,,,,,,,
5/16/2017,1236.4,-0.017875511,,,,,,,,,,,,
5/17/2017,1258.7,0.004698396,,,,,,,,,,,,
5/18/2017,1252.8,-0.000638366,,,,,,,,,,,,
5/19/2017,1253.6,-0.006202803,,,,,,,,,,,,
5/22/2017,1261.4,0.001983891,,,,,,,,,,,,
5/23/2017,1258.9,0.001908246,,,,,,,,,,,,
5/24/2017,1256.5,-0.0026229,,,,,,,,,,,,
5/25/2017,1259.8,-0.009165677,,,,,,,,,,,,
5/26/2017,1271.4,0.001180498,,,,,,,,,,,,
5/29/2017,1269.9,0.003312828,,,,,,,,,,,,
5/30/2017,1265.7,-0.007634526,,,,,,,,,,,,
5/31/2017,1275.4,0.004164217,,,,,,,,,,,,
6/1/2017,1270.1,-0.007920678,,,,,,,,,,,,
6/2/2017,1280.2,-0.001950916,,,,,,,,,,,,
6/5/2017,1282.7,-0.011472105,,,,,,,,,,,,
6/6/2017,1297.5,0.003319569,,,,,,,,,,,,
6/7/2017,1293.2,0.01065039,,,,,,,,,,,,
6/8/2017,1279.5,0.006350721,,,,,,,,,,,,
6/9/2017,1271.4,0.001968272,,,,,,,,,,,,
6/12/2017,1268.9,0.000236453,,,,,,,,,,,,
6/13/2017,1268.6,-0.005737882,,,,,,,,,,,,
6/14/2017,1275.9,0.016835015,,,,,,,,,,,,
6/15/2017,1254.6,-0.001513281,,,,,,,,,,,,
6/16/2017,1256.5,0.007830018,,,,,,,,,,,,
