set_index,precision,recall,cpu_time,total_completion_time
0,0.9076666666666666,0.9076666666666666,13.524123334884644,28.6215763092041
1,0.895575,0.895575,12.988087463378907,28.6215763092041
2,0.9074916666666667,0.9074916666666667,13.307806873321534,28.6215763092041
3,0.9121083333333333,0.9121083333333333,22.60857844352722,28.6215763092041
4,0.9090999999999999,0.9090999999999999,28.5626802444458,28.6215763092041
0,0.9070333333333334,0.9070333333333334,12.966843461990356,30.188045263290405
1,0.89635,0.89635,13.501082229614259,30.188045263290405
2,0.9072833333333332,0.9072833333333332,13.696166276931763,30.188045263290405
3,0.911825,0.911825,23.80757975578308,30.188045263290405
4,0.9088083333333333,0.9088083333333333,30.090007257461547,30.188045263290405
0,0.9071999999999999,0.9071999999999999,13.055253934860229,29.775788068771362
1,0.9078083333333333,0.9078083333333333,12.937066078186035,29.775788068771362
2,0.8955166666666667,0.8955166666666667,13.112693881988525,29.775788068771362
3,0.9124416666666667,0.9124416666666667,23.682025480270386,29.775788068771362
4,0.9085916666666668,0.9085916666666668,29.68403606414795,29.775788068771362
0,0.9078083333333332,0.9078083333333332,12.755828952789306,30.01961851119995
1,0.8956333333333333,0.8956333333333333,13.126813411712646,30.01961851119995
2,0.9073333333333332,0.9073333333333332,13.054071140289306,30.01961851119995
3,0.9122,0.9122,23.925851488113402,30.01961851119995
4,0.9087333333333334,0.9087333333333334,29.957558488845827,30.01961851119995
0,0.8962249999999999,0.8962249999999999,13.072805690765382,30.832993984222412
1,0.9075333333333333,0.9075333333333333,13.410449743270874,30.832993984222412
2,0.9072666666666667,0.9072666666666667,13.293711471557618,30.832993984222412
3,0.9120583333333332,0.9120583333333332,24.505932760238647,30.832993984222412
4,0.9085333333333333,0.9085333333333333,30.768229818344118,30.832993984222412
