precision,recall,cpu_time,total_completion_time
0.9137166666666665,0.9137166666666665,10.737418746948242,20.042279481887817
0.913775,0.913775,8.48637251853943,17.61431360244751
0.9136666666666666,0.9136666666666666,10.554443979263306,19.96616768836975
0.9135916666666667,0.9135916666666667,10.939614295959473,19.922488689422607
0.9134833333333333,0.9134833333333333,10.560480070114135,22.46675753593445
0.913725,0.913725,9.643461608886719,19.787784814834595
0.9133916666666666,0.9133916666666666,9.221394252777099,19.961673974990845
0.9135916666666667,0.9135916666666667,9.836273002624512,20.079561233520508
0.913375,0.913375,8.761284351348877,17.26628303527832
0.9135083333333334,0.9135083333333334,10.73204174041748,22.620247840881348
