set_index,precision,recall,cpu_time,total_completion_time
0,0.9128666666666667,0.9128666666666667,10.012667417526245,31.040647506713867
1,0.9076416666666667,0.9076416666666667,3.3127796173095705,31.040647506713867
2,0.9116833333333334,0.9116833333333334,9.052755117416382,31.040647506713867
3,0.9075083333333334,0.9075083333333334,3.6065372943878176,31.040647506713867
4,0.9133416666666665,0.9133416666666665,9.437440299987793,31.040647506713867
5,0.9073583333333334,0.9073583333333334,3.4777884006500246,31.040647506713867
6,0.9135833333333334,0.9135833333333334,10.155657291412354,31.040647506713867
7,0.8956500000000001,0.8956500000000001,3.451591968536377,31.040647506713867
8,0.8953416666666667,0.8953416666666667,3.2836517333984374,31.040647506713867
9,0.9062999999999999,0.9062999999999999,15.78950047492981,31.040647506713867
0,0.9126416666666668,0.9126416666666668,10.110448217391967,28.021297454833984
1,0.9070500000000001,0.9070500000000001,3.494603157043457,28.021297454833984
2,0.911475,0.911475,9.743320941925049,28.021297454833984
3,0.9077416666666667,0.9077416666666667,3.283170986175537,28.021297454833984
4,0.9134166666666668,0.9134166666666668,7.850334405899048,28.021297454833984
5,0.9074750000000001,0.9074750000000001,3.65647406578064,28.021297454833984
6,0.9134833333333333,0.9134833333333333,11.518066883087158,28.021297454833984
7,0.8953166666666666,0.8953166666666666,3.5998866081237795,28.021297454833984
8,0.8952,0.8952,3.534418296813965,28.021297454833984
9,0.9060416666666666,0.9060416666666666,16.788469505310058,28.021297454833984
0,0.9132666666666667,0.9132666666666667,9.856254291534423,26.942081451416016
1,0.9076000000000001,0.9076000000000001,3.396126317977905,26.942081451416016
2,0.9115833333333333,0.9115833333333333,9.754108142852782,26.942081451416016
3,0.9074,0.9074,3.5292094707489015,26.942081451416016
4,0.9132333333333333,0.9132333333333333,8.583688354492187,26.942081451416016
5,0.9070583333333333,0.9070583333333333,3.430112838745117,26.942081451416016
6,0.9135083333333334,0.9135083333333334,8.88032431602478,26.942081451416016
7,0.895125,0.895125,3.4320269584655763,26.942081451416016
8,0.8953583333333333,0.8953583333333333,3.7471839427947997,26.942081451416016
9,0.9060416666666666,0.9060416666666666,16.242340421676637,26.942081451416016
0,0.912725,0.912725,10.66533703804016,30.662697792053223
1,0.9077166666666667,0.9077166666666667,3.528891611099243,30.662697792053223
2,0.9119833333333334,0.9119833333333334,10.512630319595337,30.662697792053223
3,0.9074500000000001,0.9074500000000001,3.4746566295623778,30.662697792053223
4,0.913375,0.913375,10.719150114059449,30.662697792053223
5,0.9072583333333334,0.9072583333333334,3.6420837879180907,30.662697792053223
6,0.9133333333333333,0.9133333333333333,11.834137868881225,30.662697792053223
7,0.8954416666666667,0.8954416666666667,3.651230049133301,30.662697792053223
8,0.8957333333333335,0.8957333333333335,3.4832614421844483,30.662697792053223
9,0.9055666666666667,0.9055666666666667,16.625809955596925,30.662697792053223
0,0.912875,0.912875,8.354699420928956,30.429803609848022
1,0.9076916666666668,0.9076916666666668,3.349143648147583,30.429803609848022
2,0.9116333333333333,0.9116333333333333,9.66877818107605,30.429803609848022
3,0.9069916666666668,0.9069916666666668,3.418929862976074,30.429803609848022
4,0.9134916666666667,0.9134916666666667,11.240310430526733,30.429803609848022
5,0.9068999999999999,0.9068999999999999,3.496578741073608,30.429803609848022
6,0.9132916666666666,0.9132916666666666,9.681181716918946,30.429803609848022
7,0.8957583333333334,0.8957583333333334,3.5800835132598876,30.429803609848022
8,0.8958583333333333,0.8958583333333333,3.786444902420044,30.429803609848022
9,0.905625,0.905625,17.629275798797607,30.429803609848022
