set_index,precision,recall,cpu_time,total_completion_time
0,0.9810714285714285,0.9810714285714285,113.58118195533753,165.35839700698853
1,0.9823910714285715,0.9823910714285715,67.91031951904297,165.35839700698853
2,0.9821875,0.9821875,67.51260304450989,165.35839700698853
3,0.9823535714285715,0.9823535714285715,61.69715800285339,165.35839700698853
4,0.9811982142857143,0.9811982142857143,94.97364954948425,165.35839700698853
5,0.9820892857142857,0.9820892857142857,72.4008821964264,165.35839700698853
6,0.9815178571428571,0.9815178571428571,109.62955665588379,165.35839700698853
7,0.9823232142857142,0.9823232142857142,72.28918986320495,165.35839700698853
8,0.9815160714285713,0.9815160714285713,113.91236395835877,165.35839700698853
9,0.9821785714285713,0.9821785714285713,64.13387489318848,165.35839700698853
10,0.982417857142857,0.982417857142857,66.01541404724121,165.35839700698853
11,0.9822714285714286,0.9822714285714286,68.15985178947449,165.35839700698853
12,0.9812357142857142,0.9812357142857142,22.887322425842285,165.35839700698853
13,0.975325,0.975325,23.80680556297302,165.35839700698853
14,0.9815589285714287,0.9815589285714287,22.631198835372924,165.35839700698853
15,0.9810839285714286,0.9810839285714286,24.11032066345215,165.35839700698853
16,0.9814624999999999,0.9814624999999999,115.5552041053772,165.35839700698853
17,0.9818482142857142,0.9818482142857142,136.02648024559022,165.35839700698853
18,0.9826857142857144,0.9826857142857144,60.147304105758664,165.35839700698853
19,0.9795732142857142,0.9795732142857142,22.286996364593506,165.35839700698853
20,0.9825928571428572,0.9825928571428572,65.32323760986328,165.35839700698853
21,0.9819910714285713,0.9819910714285713,107.77691946029663,165.35839700698853
22,0.9814839285714285,0.9814839285714285,22.991266298294068,165.35839700698853
23,0.9822017857142857,0.9822017857142857,73.18808631896972,165.35839700698853
24,0.9815375,0.9815375,22.92807674407959,165.35839700698853
0,0.9811642857142857,0.9811642857142857,106.35215072631836,160.3605341911316
1,0.982469642857143,0.982469642857143,60.870261096954344,160.3605341911316
2,0.9821660714285715,0.9821660714285715,68.60422134399414,160.3605341911316
3,0.982342857142857,0.982342857142857,57.25490026473999,160.3605341911316
4,0.9813089285714284,0.9813089285714284,111.58040752410889,160.3605341911316
5,0.9820249999999999,0.9820249999999999,70.44512701034546,160.3605341911316
6,0.9815142857142858,0.9815142857142858,101.8488377571106,160.3605341911316
7,0.9823357142857143,0.9823357142857143,71.77147145271302,160.3605341911316
8,0.9815839285714285,0.9815839285714285,123.9014723777771,160.3605341911316
9,0.9820785714285714,0.9820785714285714,70.5164188861847,160.3605341911316
10,0.9823678571428571,0.9823678571428571,60.37272057533264,160.3605341911316
11,0.9822535714285714,0.9822535714285714,67.51304783821107,160.3605341911316
12,0.9813749999999999,0.9813749999999999,21.880256605148315,160.3605341911316
13,0.9753428571428572,0.9753428571428572,23.254068231582643,160.3605341911316
14,0.9815446428571428,0.9815446428571428,22.860719394683837,160.3605341911316
15,0.9810964285714284,0.9810964285714284,23.744085216522215,160.3605341911316
16,0.9814482142857142,0.9814482142857142,120.48567247390747,160.3605341911316
17,0.9817982142857142,0.9817982142857142,112.18687686920165,160.3605341911316
18,0.9826535714285715,0.9826535714285715,73.42167568206787,160.3605341911316
19,0.9796446428571428,0.9796446428571428,23.36267762184143,160.3605341911316
20,0.9824892857142856,0.9824892857142856,65.08351044654846,160.3605341911316
21,0.9820910714285714,0.9820910714285714,106.19755263328553,160.3605341911316
22,0.9814089285714285,0.9814089285714285,20.03519387245178,160.3605341911316
23,0.9822178571428571,0.9822178571428571,73.64765081405639,160.3605341911316
24,0.9814785714285715,0.9814785714285715,23.541144466400148,160.3605341911316
0,0.9810982142857142,0.9810982142857142,129.88975853919982,160.34868168830872
1,0.9825732142857143,0.9825732142857143,66.8836537361145,160.34868168830872
2,0.9821607142857143,0.9821607142857143,60.755984735488894,160.34868168830872
3,0.9823232142857143,0.9823232142857143,67.40784530639648,160.34868168830872
4,0.9812482142857144,0.9812482142857144,105.3733651638031,160.34868168830872
5,0.9821053571428571,0.9821053571428571,63.328855752944946,160.34868168830872
6,0.9814410714285714,0.9814410714285714,128.41742787361144,160.34868168830872
7,0.9823303571428571,0.9823303571428571,76.38775115013122,160.34868168830872
8,0.9815535714285714,0.9815535714285714,121.02464733123779,160.34868168830872
9,0.982230357142857,0.982230357142857,77.93980965614318,160.34868168830872
10,0.9823767857142858,0.9823767857142858,71.36082286834717,160.34868168830872
11,0.982194642857143,0.982194642857143,68.72441792488098,160.34868168830872
12,0.9812767857142859,0.9812767857142859,22.827508449554443,160.34868168830872
13,0.9753035714285716,0.9753035714285716,22.30716791152954,160.34868168830872
14,0.9816482142857144,0.9816482142857144,24.244315958023073,160.34868168830872
15,0.9810428571428572,0.9810428571428572,23.098733282089235,160.34868168830872
16,0.9814410714285715,0.9814410714285715,120.89585366249085,160.34868168830872
17,0.9818178571428572,0.9818178571428572,115.84197626113891,160.34868168830872
18,0.9826428571428572,0.9826428571428572,52.44011974334717,160.34868168830872
19,0.9795642857142857,0.9795642857142857,21.171135187149048,160.34868168830872
20,0.9825357142857143,0.9825357142857143,64.3255030155182,160.34868168830872
21,0.9820857142857143,0.9820857142857143,111.5994390487671,160.34868168830872
22,0.9815875000000001,0.9815875000000001,24.460113191604613,160.34868168830872
23,0.9821696428571428,0.9821696428571428,64.36359467506409,160.34868168830872
24,0.9814232142857142,0.9814232142857142,22.299576854705812,160.34868168830872
0,0.9810053571428572,0.9810053571428572,116.80598635673523,165.58870601654053
1,0.9825910714285715,0.9825910714285715,67.00869693756104,165.58870601654053
2,0.9821250000000001,0.9821250000000001,67.28364634513855,165.58870601654053
3,0.9823321428571429,0.9823321428571429,61.696507930755615,165.58870601654053
4,0.9812678571428572,0.9812678571428572,122.78903231620788,165.58870601654053
5,0.9820928571428572,0.9820928571428572,72.02777643203736,165.58870601654053
6,0.9814964285714286,0.9814964285714286,113.93160476684571,165.58870601654053
7,0.9824160714285715,0.9824160714285715,66.58064751625061,165.58870601654053
8,0.9813964285714285,0.9813964285714285,112.7155655860901,165.58870601654053
9,0.9822035714285715,0.9822035714285715,75.83667359352111,165.58870601654053
