set_index,precision,recall,cpu_time,total_completion_time
0,0.9826892857142857,0.9826892857142857,67.70129299163818,145.587087392807
1,0.9815517857142858,0.9815517857142858,23.30174865722656,145.587087392807
2,0.9824125,0.9824125,65.85984935760499,145.587087392807
3,0.9815250000000001,0.9815250000000001,23.396452140808105,145.587087392807
4,0.9823321428571429,0.9823321428571429,66.31565275192261,145.587087392807
5,0.9812999999999998,0.9812999999999998,23.4516441822052,145.587087392807
6,0.9823410714285716,0.9823410714285716,62.58567976951599,145.587087392807
7,0.9752857142857142,0.9752857142857142,23.09364695549011,145.587087392807
8,0.9752410714285714,0.9752410714285714,23.027377891540528,145.587087392807
9,0.9813571428571428,0.9813571428571428,104.86205525398255,145.587087392807
0,0.9826964285714286,0.9826964285714286,63.53736791610718,150.42133712768555
1,0.981444642857143,0.981444642857143,23.141488218307494,150.42133712768555
2,0.9823607142857144,0.9823607142857144,57.322984504699704,150.42133712768555
3,0.9814964285714286,0.9814964285714286,21.44242720603943,150.42133712768555
4,0.9822964285714285,0.9822964285714285,56.40260548591614,150.42133712768555
5,0.9812053571428571,0.9812053571428571,22.20870485305786,150.42133712768555
6,0.982325,0.982325,71.6090220451355,150.42133712768555
7,0.9752428571428572,0.9752428571428572,22.134534692764284,150.42133712768555
8,0.9751964285714287,0.9751964285714287,24.174941205978392,150.42133712768555
9,0.981419642857143,0.981419642857143,112.21128282546997,150.42133712768555
0,0.9826482142857144,0.9826482142857144,69.24737849235535,152.43924808502197
1,0.9814803571428572,0.9814803571428572,22.288249683380126,152.43924808502197
2,0.9825125,0.9825125,66.75771670341491,152.43924808502197
3,0.9815928571428572,0.9815928571428572,18.988832187652587,152.43924808502197
4,0.9823000000000001,0.9823000000000001,68.49460916519165,152.43924808502197
5,0.9811767857142856,0.9811767857142856,22.8839599609375,152.43924808502197
6,0.9822839285714287,0.9822839285714287,68.44940209388733,152.43924808502197
7,0.9753660714285715,0.9753660714285715,21.99471116065979,152.43924808502197
8,0.9752160714285715,0.9752160714285715,23.26746349334717,152.43924808502197
9,0.9814107142857142,0.9814107142857142,119.01656918525696,152.43924808502197
0,0.9825214285714287,0.9825214285714287,57.39043407440185,123.62404751777649
1,0.9815482142857143,0.9815482142857143,23.311199331283568,123.62404751777649
2,0.9824535714285714,0.9824535714285714,57.450391912460326,123.62404751777649
3,0.9816178571428571,0.9816178571428571,23.073899126052858,123.62404751777649
4,0.9822642857142858,0.9822642857142858,56.82835369110107,123.62404751777649
5,0.9812357142857142,0.9812357142857142,22.781836986541748,123.62404751777649
6,0.9822839285714287,0.9822839285714287,69.03461422920228,123.62404751777649
7,0.9752642857142856,0.9752642857142856,21.426301288604737,123.62404751777649
8,0.9753857142857143,0.9753857142857143,20.172181415557862,123.62404751777649
9,0.9814089285714285,0.9814089285714285,101.63737692832947,123.62404751777649
0,0.9826535714285715,0.9826535714285715,55.01718711853027,133.11422538757324
1,0.9814535714285715,0.9814535714285715,21.60898666381836,133.11422538757324
2,0.9823714285714287,0.9823714285714287,68.76366925239563,133.11422538757324
3,0.9815375,0.9815375,22.97938666343689,133.11422538757324
4,0.9822625,0.9822625,60.095222330093385,133.11422538757324
5,0.9812714285714286,0.9812714285714286,22.189113283157347,133.11422538757324
6,0.982382142857143,0.982382142857143,60.16203527450561,133.11422538757324
7,0.9753107142857143,0.9753107142857143,21.293132543563843,133.11422538757324
8,0.975344642857143,0.975344642857143,20.132693338394166,133.11422538757324
9,0.9814035714285714,0.9814035714285714,113.01036171913147,133.11422538757324
