precision,recall,cpu_time,total_completion_time
0.9823017857142856,0.9823017857142856,79.2772129535675,79.78295135498047
0.9823214285714285,0.9823214285714285,70.89478015899658,71.21262454986572
0.9823660714285714,0.9823660714285714,70.84038724899293,71.0308198928833
0.9823321428571429,0.9823321428571429,70.82552042007447,71.40853428840637
0.9823767857142857,0.9823767857142857,68.25227060317994,68.89557456970215
0.9823321428571429,0.9823321428571429,70.90004253387451,71.24818921089172
0.9823357142857143,0.9823357142857143,70.80545697212219,71.25568628311157
0.9823357142857143,0.9823357142857143,68.33564610481262,68.73372650146484
0.9823571428571428,0.9823571428571428,68.26747226715088,68.58623623847961
0.9822749999999999,0.9822749999999999,68.61320872306824,69.08884406089783
