98.86295754822055,
116.22023940677364,
195.53644114441977,
101.98658415676779,
111.00885748556807,
108.89806227109241,
95.2583023889437,
150.124304913484,
116.54999836703664,
98.13327418744556,
99.84590600819273,
153.59723287372873,
109.13817290717064,
108.44998643518382,
91.45990938758122,
128.5886543672938,
136.482463716451,
132.1522607701288,
134.04493529942263,
155.21002746205906,
114.0994361661098,
119.27771710901386,
108.91877260677921,
117.24819693707971,
107.40779188681067,
101.73962178356413,
108.27736660208237,
117.67201573278328,
92.94446673372454,
112.22969005879028,
93.74830963805704,
85.02391640989109,
115.26989602556385,
116.806345912836,
100.27830695597032,
133.16655301428887,
126.02910143934014,
114.08608472509864,
107.48200930815288,
105.54410155403751,
142.10491113912363,
107.39493164262298,
85.98248080613045,
102.28622481947487,
104.73016523604088,
102.38981660794128,
113.75384424508796,
123.99188909438358,
102.02681078034885,
103.85863364492228,
108.46084621398023,
118.02932319488322,
128.91338314410635,
101.63339808846595,
117.16239155373026,
118.38811676673883,
135.76185203959565,
127.97622518223824,
150.47659538439828,
101.46694346804779,
132.45974671705358,
106.31844126522331,
92.12610879982356,
116.42373362174838,
134.29344297641484,
101.6857584197977,
119.748152605082,
125.88933240865939,
121.18099152474232,
125.07616544045779,
100.69751436163277,
88.96526803290956,
114.35849502251334,
120.17535729362865,
131.92866845887286,
103.54191938082771,
110.15562186878068,
99.33400560683093,
82.6267918948027,
119.73082986941314,
110.84614383862522,
84.76175047439634,
173.95643373310946,
92.8842963669249,
99.68705177286826,
115.51357843650656,
92.84710840551699,
103.46907642382247,
116.96595696832274,
114.08134577879872,
108.57414288124271,
94.50904463684866,
128.28201969087743,
132.47282489096116,
110.57968685185926,
125.20853508089185,
108.15087564973193,
96.28972596038598,
99.82635916942056,
117.51103674470347,
130.98620030830787,
105.77229546883598,
113.16365565502709,
115.19948658214527,
123.24716842973793,
111.37109447454208,
95.1322016976853,
88.49408475829922,
137.4910322872876,
111.60595847623527,
137.31701644203756,
126.71112700887221,
107.84069678029213,
124.03055186702359,
102.55661307761538,
97.94650777282332,
86.39238787107446,
71.81385051667723,
90.25146220711214,
134.4052054058397,
85.76396957420084,
98.2804108258508,
111.2789428648538,
118.79262311800467,
99.60065153708008,
115.45432292076188,
112.53707416621339,
115.64117838573841,
94.04778070371167,
142.4276197274333,
142.2653121560435,
116.77293154812686,
121.04176681969662,
125.55416995077243,
150.5825449205575,
102.97097172673813,
134.4391196405094,
103.93722625564511,
127.57065865773878,
145.19573440664124,
100.231432467665,
127.74161635006544,
113.52076735090954,
93.83451133790564,
105.22214578496671,
136.76308706768955,
144.3689738223911,
174.3639728440673,
116.826655612004,
117.41538424220722,
73.02850949166873,
155.27858765851875,
112.23402735247163,
105.77395926838179,
132.8851934072633,
142.7218307391976,
108.3909759940008,
105.16926009195082,
127.74053287912534,
119.6869746390547,
107.61143852715412,
149.70842434058443,
116.98947069320971,
107.70572438482925,
132.1778353126087,
89.02302677185389,
117.45148364813437,
98.98620117177538,
111.92754214132059,
95.78242106682835,
136.08643191078562,
97.6163972120847,
129.12179816898563,
104.44586822683088,
108.11295026426265,
125.8956734887228,
114.86711701215422,
144.43746742355364,
103.19299113998572,
105.7538259470196,
97.10678618178432,
113.52353446008239,
105.7330501743355,
105.0880939034913,
98.62270760563094,
126.01696586699275,
102.30582057110374,
120.94933988469225,
84.14033697938332,
109.840795834571,
149.56479944473833,
112.16364764145352,
111.44224636383024,
84.39169729642445,
100.54767216048492,
105.69136236906296,
91.65196123891013,
119.386045898507,
99.70604901865549,
127.7143396868963,
96.62934877256602,
125.58837549293237,
98.91254091498844,
123.59053364448692,
119.40577616342932,
131.76090702459976,
77.35078637227423,
115.47015980522785,
133.38211971381097,
90.720831164771,
80.47346208401875,
97.32290494135263,
130.44286282289042,
139.40058049510438,
130.03308364546353,
103.1963736865054,
129.089948582265,
124.21536888806018,
102.19263924858659,
81.26957311427613,
113.41183587120449,
101.87428501373526,
109.93685592392067,
121.63884379545922,
128.82064795483984,
112.27118867470448,
108.33603240994388,
106.45481287718692,
95.49159588363347,
107.76013732659041,
104.99124443358627,
92.52471576202032,
82.01531574929568,
108.90479803731182,
134.41383691661795,
118.44180077887154,
124.35206164432293,
108.59861605819069,
92.7651473012405,
117.73249462955778,
82.96642964749259,
113.3643427442439,
129.17429609980383,
80.48632479677855,
130.27194773147488,
110.35439187967451,
149.31774838901427,
150.59969728509716,
109.59803288718977,
122.96704289891512,
104.37111669821161,
111.12501022505266,
139.68981544305805,
113.72880270564946,
128.58950448128715,
90.04166296037457,
94.15748160938665,
155.54302150455464,
136.7551660481776,
126.41186102051581,
140.558025322468,
115.1139043402185,
112.64281487790404,
96.34957298624954,
110.5790725342472,
108.34282944083678,
81.26398733534505,
105.11595728818573,
99.10523637288475,
101.5701315191265,
107.8912238058288,
90.97587999249737,
101.52166067931614,
102.70513530978357,
101.65145716103386,
112.23515429436523,
128.64710824422372,
86.91649648999083,
93.8811913493422,
103.04153824997945,
106.55822617149373,
125.42454453091821,
114.58499891272322,
114.38747167586865,
113.59370567866,
111.14464101424585,
96.24589162394633,
121.68312719972617,
119.90069631162723,
140.6949569213983,
116.58542466196096,
130.80813765012914,
101.72052479247874,
101.40888279761666,
101.76535610560461,
134.04281944466882,
108.33643789776173,
90.69502173628447,
97.50759276406811,
101.90900381972546,
95.02698875835397,
117.90736771410411,
136.23577527829502,
111.86765480457761,
96.33344539181171,
92.43496848709536,
92.52235572783906,
101.75030395528705,
93.69404309459789,
147.51125187867015,
83.17104948496319,
106.22653973551962,
144.11221613070072,
119.44398944029794,
120.01418993772322,
99.43239053705422,
127.69969001159272,
93.63304054447414,
97.02027495470206,
98.2321738347954,
117.92005707378578,
81.53934865367559,
131.73301326682744,
104.1698728026865,
112.36958413586471,
94.96118130540154,
95.18234027578852,
114.04716307480136,
116.68331443353723,
153.75193149698651,
111.8474402839236,
95.43198060482804,
93.97235644523984,
142.5882883443769,
127.76098934894546,
102.82157530317494,
124.76420994939669,
92.70281954879611,
100.63418677520241,
140.16804048338062,
93.65566184081308,
106.95105561884913,
124.36856187132923,
126.4298820635448,
117.81329239890877,
142.85247003489187,
125.79407753484985,
129.14366287296306,
140.96046400970158,
105.4153401448192,
122.89074220007184,
102.13991382141101,
125.85188364707031,
145.6740604374289,
101.1572687519831,
105.83668704240485,
103.44312617359498,
126.43446689624048,
86.47805156636277,
132.51912614903674,
116.77204962191385,
124.63755847894707,
94.58977875773694,
86.25351555202994,
133.80030928437588,
93.80210076135214,
131.43213259934777,
97.55180391662475,
112.61077069561519,
112.23511687214683,
131.09543468847525,
112.70663236695147,
114.94131920975526,
126.25944327418759,
84.83315964795462,
151.38615439588312,
130.66937252699677,
89.4164306946384,
115.87729825323692,
86.00795458963145,
94.35275082916841,
128.36554986229567,
96.21640375419038,
105.96695346760531,
112.13804110698511,
128.06888619018147,
112.20714984049731,
133.13795939592436,
107.86392657174062,
135.20100525393462,
77.78230642570368,
106.29016187254231,
131.50545791025928,
147.62467202138959,
108.77868594722099,
117.13768810581135,
94.41390324049142,
95.87702754433481,
156.96810282511726,
135.48583249218447,
101.3257570934956,
99.45425659303822,
138.2735643057346,
97.16556113962667,
121.13858490492946,
115.53953779240928,
91.01007644827477,
132.473241354417,
113.25984497631941,
133.01534577154763,
75.51263176047291,
123.16221969978294,
135.2526266547996,
135.7458377685851,
104.21504136143224,
63.59927253356415,
108.81848092576922,
132.05203749432363,
94.64245518278719,
86.84704116032252,
130.20979630867063,
108.53978488984477,
106.43061033121981,
94.61071927082853,
82.63540693497008,
96.0390882451917,
114.73023385644514,
110.60203041290052,
110.92550723766922,
97.4429162486714,
91.03163109471399,
89.15465180666531,
102.82887537612615,
93.57651801605286,
93.7454680252997,
89.05607836849825,
97.79982062319465,
129.57846460329074,
137.93294641135236,
112.66565914888245,
124.20506940817434,
78.97145533114205,
91.29735443329989,
114.20727232187703,
86.42131447930224,
181.6777721789306,
154.63432382060168,
115.95043016429133,
121.47651141200396,
106.80686000130551,
87.3861390454006,
88.88974827693886,
107.44730763777608,
111.3959468361324,
112.21037737356622,
98.85473452684208,
98.5478902537589,
128.58089107079724,
99.28076586828634,
98.24563706855501,
128.386302156579,
101.7967152140352,
100.34660725880339,
101.19181825642859,
125.27618418799088,
116.65079164046239,
99.47634751792113,
113.59830837048233,
109.94536163599436,
113.15849391911547,
90.75963859175123,
101.5678533143908,
118.23802289693725,
92.3543886828645,
95.13653431575545,
76.9085891071828,
105.53371146013963,
110.95066720307317,
119.51144129813513,
150.8976624866525,
112.74656679469716,
104.30881985971735,
108.54995666361765,
133.61365373337853,
142.67140547467724,
81.90731334654657,
103.44288074523728,
114.59983745988407,
91.98656646454413,
83.46864792033514,
110.1005252272174,
134.53652156803594,
99.01685973166492,
117.08698749350484,
79.2307627466092,
119.25244696711631,
126.53282721683954,
123.51957535096675,
87.90882439743883,
70.09939272033984,
107.34622860168538,
105.32697799809273,
112.99327817423212,
109.2895633891324,
96.3935358359237,
136.58455177394083,
98.15072148496631,
117.23711205523415,
90.82465794288576,
104.45635624104192,
113.20976413408322,
123.9807909373706,
95.8771879954617,
131.86455899353368,
126.59590079598365,
99.52709516549041,
108.57681926003801,
113.18539914817916,
122.18394831431317,
105.33505866483704,
120.94827291980502,
115.24620602374168,
